,lep1pt,lep2pt,theta_ll,b1pt,b2pt,theta_bb,MET,dR_l1,dR_l2
4954,145.45,105.388,1.40147,147.7,60.8379,2.11095,10.7363,1.38831,1.39988
4955,40.5661,36.9776,1.44515,86.0491,47.6975,1.03363,94.8553,2.43213,2.59355
4956,62.2206,59.0135,1.69048,195.826,98.6506,1.34105,232.24,2.96124,0.689448
4957,58.7217,50.0212,0.482264,119.249,57.0491,2.3152,40.0196,1.57686,1.56562
4958,53.7469,43.5589,0.56209,119.792,73.276,0.822208,84.9634,1.8151,1.79802
4959,81.6932,76.5551,2.42606,50.2882,39.7982,2.43142,96.3626,2.15525,1.34298
4960,148.632,47.5849,0.905067,67.9383,36.9261,2.43773,72.3302,1.95765,0.807005
4961,200.225,79.5486,2.76666,76.744,33.0402,1.49837,168.457,1.16476,2.48539
4962,87.0883,33.6025,0.863347,184.218,79.8349,0.820573,79.0048,1.39429,0.703263
4963,55.4938,32.3886,0.672196,113.797,90.247,0.91251,67.6718,1.36524,1.52616
4964,71.8636,68.8644,2.08334,87.8366,33.528,2.8462,133.321,1.06595,1.70767
4965,98.3017,39.7504,1.26616,102.552,60.2118,1.961,31.2177,3.78193,1.32105
4966,56.1986,45.1904,1.6388,113.556,69.1459,2.50178,20.1196,1.90622,1.03382
4967,50.658,33.4154,0.232759,99.6528,61.9632,1.64618,110.42,0.901817,2.92436
4968,202.683,58.0274,1.69386,169.27,40.2148,1.37949,75.5626,1.60118,1.34429
4969,91.1294,86.9246,1.99609,119.006,71.2218,1.49094,72.1361,1.41972,0.63488
4970,61.4517,43.6598,1.64272,72.4626,65.4656,0.941888,72.5278,1.18894,2.32386
4971,73.3326,53.1678,2.66667,84.3655,82.4553,2.70869,10.1937,0.877841,1.29088
4972,41.5412,39.4779,0.547782,60.6695,58.371,0.642064,72.8948,2.13848,1.00691
4973,89.8112,59.6588,2.43725,44.3345,37.515,1.43479,52.2903,1.92694,2.28378
4974,36.0609,34.2354,2.43904,85.4352,64.2,1.70972,104.252,2.04972,2.43752
4975,50.5222,37.0099,2.10866,114.07,67.952,1.47,56.3793,1.00309,3.08737
4976,78.3932,46.1932,1.49033,100.146,84.5145,1.51819,81.4574,1.80691,1.18088
4977,111.188,46.1496,1.84947,74.338,40.1298,1.07418,48.6917,2.51549,1.95466
4978,72.9618,30.9958,2.38163,67.5511,52.0371,2.28177,117.905,1.78623,1.43311
4979,70.3277,40.1126,0.373537,108.973,49.5491,0.719773,65.815,1.9217,1.61697
4980,42.6587,39.311,0.140952,145.911,79.2896,0.706944,94.0776,1.12444,2.392
4981,77.6265,72.0187,1.32975,85.909,37.8797,1.42578,54.2581,1.234,1.67857
4982,64.6868,64.4716,1.35066,53.9957,32.9288,0.685935,66.4871,2.86497,2.16236
4983,36.4925,30.9475,2.19413,44.6301,37.0687,1.1682,45.0249,1.75182,2.85094
4984,67.8075,49.4398,0.95596,82.6426,32.7644,0.449601,72.8456,2.46795,0.696707
4985,142.753,136.524,1.61774,54.5029,42.3129,1.73497,282.629,0.826942,0.975329
4986,52.3299,32.1941,1.9187,126.528,47.6911,0.636519,100.042,2.59424,1.47035
4987,102.554,43.1484,1.5183,36.6802,35.0531,2.27263,59.1174,1.79441,1.94938
4988,45.1097,35.0309,1.37986,109.037,62.1733,1.06796,59.1889,2.35063,0.851881
4989,81.4615,40.2351,1.88798,107.057,82.0887,0.726069,52.1544,1.41032,1.42307
4990,135.934,36.4783,2.30078,53.5676,49.1932,2.4331,35.049,1.25945,0.793059
4991,75.0103,51.31,2.66633,181.454,153.876,2.89868,91.4856,1.31823,1.07927
4992,47.0734,38.4013,1.55014,66.923,30.3572,1.06375,89.8377,2.79521,1.36074
4993,61.7007,30.0557,2.57421,42.047,41.9661,1.96273,46.2354,1.20889,1.4912
4994,152.387,44.2862,1.1576,185.188,82.1908,1.58683,33.7237,1.31025,1.84979
4995,111.872,47.9601,2.2224,181.473,56.3547,3.03134,111.237,1.1911,0.863428
4996,72.7354,48.956,1.33899,140.289,31.9438,1.78554,89.0524,1.77379,1.8062
4997,75.0285,34.0737,1.08385,69.7595,63.9976,1.13015,119.136,1.64632,2.85439
4998,61.5518,49.02,2.97871,75.2842,63.6492,0.725733,115.912,2.32519,0.938746
4999,287.805,112.664,1.91321,222.574,63.6579,2.19359,292.949,0.610875,1.02614
5000,82.6414,69.8144,1.72153,63.3655,57.6672,1.05271,54.8604,1.50985,2.15637
5001,53.4868,38.0447,0.533061,45.1173,31.6349,1.44,33.9253,2.42995,3.46827
5002,76.7953,65.3389,2.26349,53.1974,45.6202,2.722,71.0713,1.84053,1.11938
5003,56.613,30.766,0.159574,160.928,109.592,1.62172,109.151,0.7474,2.14671
5004,39.6232,32.9906,1.0688,130.113,47.7131,1.97179,26.1359,1.2279,3.18095
5005,57.9874,32.4239,0.981246,115.271,75.2118,1.57007,164.602,1.00289,2.44083
5006,56.7643,54.1225,0.959017,86.4124,56.7111,2.25905,66.4182,2.11364,1.83708
5007,74.4699,40.2711,0.163323,74.7647,59.3213,1.52286,41.0763,2.83222,2.06688
5008,55.1687,40.0505,0.683494,63.1634,47.9602,2.27929,73.176,1.42602,1.46946
5009,80.2224,51.9199,0.6076,96.8295,51.2922,1.04912,44.955,1.07975,2.39464
5010,69.4747,35.7552,0.228337,85.736,49.1895,1.4479,48.7457,2.59857,2.9537
5011,57.6936,30.1,0.597816,65.1111,58.009,2.39208,65.3789,1.26763,2.26335
5012,229.524,85.2394,0.989925,219.457,97.3197,1.41744,69.4933,0.635314,0.767395
5013,119.016,77.1347,2.04041,104.826,80.4722,1.68708,36.1309,1.41184,1.39331
5014,64.2007,52.6542,2.23119,60.9578,42.2724,1.81879,57.6155,1.46484,1.92485
5015,120.014,87.2119,2.50048,48.0344,41.4062,0.911698,42.1622,2.18578,1.72691
5016,105.478,41.8301,2.42262,128.461,73.2015,2.34042,14.6619,1.28706,1.08724
5017,166.325,120.323,2.22336,66.5511,50.488,2.59953,67.6727,1.07461,1.56928
5018,99.8828,43.1361,1.45296,272.069,145.205,0.704422,39.1081,0.954237,1.07236
5019,74.6435,57.9171,1.42052,144.714,95.5702,2.32165,64.3194,1.33538,1.29259
5020,48.5118,44.9704,2.08761,80.9157,62.5125,2.79197,66.2413,1.66244,1.11134
5021,59.3791,32.5899,1.95658,52.4276,38.5033,2.30165,29.7595,0.833866,1.04264
5022,58.0475,45.9334,1.27752,199.377,154.229,2.75851,77.9648,1.23667,1.60569
5023,57.747,30.0719,0.582964,80.8505,43.8205,2.01545,22.4894,1.32342,2.58903
5024,43.9749,30.3782,1.21657,65.4661,64.1257,0.792471,54.4649,1.92089,2.09178
5025,71.4491,31.8959,1.48477,107.593,51.307,2.3985,31.6617,1.24941,0.788763
5026,121.757,37.9774,0.816225,84.286,45.1801,0.99942,36.5019,1.3608,2.78043
5027,96.2877,42.4813,1.73698,127.508,46.0769,0.948011,58.8226,3.08607,2.25909
5028,46.8041,36.9795,2.13231,121.928,41.2283,2.33552,83.5251,2.20713,2.38802
5029,146.822,89.4356,1.40625,68.7408,63.3193,0.976657,84.6813,1.54008,1.19589
5030,34.4657,30.6538,2.49864,92.1633,49.2424,2.06393,78.0573,1.54447,1.65758
5031,74.9227,36.6241,1.89428,146.851,123.739,2.34327,1.38469,1.60844,1.1812
5032,89.3036,84.0291,2.97158,75.9628,49.6963,1.29272,34.1427,1.21385,1.56352
5033,73.588,44.6767,2.68546,96.7203,34.6857,2.50623,60.9781,1.76914,1.50722
5034,59.2948,44.4189,0.494065,128.243,76.1887,2.66852,12.8548,2.06923,2.05341
5035,47.6189,43.4222,1.9577,132.574,108.452,2.54215,76.8208,1.66348,0.787022
5036,73.441,53.7845,1.93665,158.38,98.3504,2.63876,15.815,2.13921,0.662462
5037,109.953,95.6133,1.85765,72.373,34.7303,2.64431,129.773,2.21327,1.76573
5038,119.885,32.8004,1.36815,99.8177,84.9053,1.6153,65.9521,0.97865,1.53564
5039,123.355,106.588,0.504587,62.1705,34.3304,0.36476,57.1912,1.29407,2.458
5040,37.7577,36.3238,1.67997,70.8526,63.5533,0.63648,73.7216,0.884101,1.85257
5041,84.7224,34.6642,1.75353,61.1476,45.0609,1.7424,27.3239,1.35993,0.985599
5042,124.437,79.6217,1.01878,69.9483,39.0351,1.64634,64.1153,2.10798,1.83163
5043,93.7134,64.5728,2.43453,66.0623,53.3241,2.9892,29.8834,1.26196,1.25995
5044,109.807,65.0313,2.40895,155.316,99.1501,2.15991,169.357,0.582315,0.785965
5045,61.2595,33.6224,1.90121,95.5597,35.2388,0.772986,95.6157,1.75168,0.78227
5046,57.9196,41.2373,1.35838,235.519,166.801,1.74155,42.7196,0.936899,2.0357
5047,59.6401,40.2393,2.60202,45.4361,42.8563,0.97899,73.2606,2.92871,2.06491
5048,106.3,59.4466,2.48296,79.6067,38.1275,2.7084,50.4196,2.94328,1.62892
5049,147.249,58.5008,1.87062,98.8077,35.9116,1.34414,49.2865,1.44891,1.11121
5050,111.221,110.54,2.47128,34.6506,31.1771,0.741667,175.76,1.60138,1.49801
5051,65.5582,61.3956,2.34496,151.14,115.456,2.33538,84.1822,0.692555,0.773482
5052,90.6787,69.6313,1.00573,53.7023,30.9564,1.24219,61.4187,1.98046,2.07663
5053,37.0678,32.8253,1.51151,112.549,105.076,2.28694,1.82796,1.18742,1.49329
5054,92.5783,91.5262,2.68391,91.0584,31.9719,2.03834,81.6416,1.22492,2.31056
5055,192.759,68.9705,1.6436,138.874,62.5702,2.21014,42.7663,1.0081,0.831881
5056,66.8711,36.8125,1.98579,118.212,34.7001,1.16094,39.8531,2.38235,0.791484
5057,53.732,51.6376,0.669788,77.5513,41.6089,2.18002,43.1733,1.48231,1.69329
5058,269.073,89.8873,2.25955,168.304,63.3606,2.43642,106.103,0.804024,0.972096
5059,82.0976,33.3675,0.390536,67.526,53.4059,1.25788,57.014,1.49981,2.76961
5060,39.4527,30.6327,1.68463,122.841,92.3524,2.77086,90.8456,1.35684,2.35286
5061,52.7739,51.9158,2.40288,67.182,51.3855,2.1976,40.7831,1.20731,2.69602
5062,117.621,47.0286,1.1585,98.6413,84.7443,1.39184,44.0027,1.34223,1.37276
5063,73.1543,46.2453,0.654133,89.9834,72.0621,2.63827,99.3434,2.34055,1.27738
5064,160.562,104.573,1.9012,93.9959,60.6202,1.42931,40.7309,1.54738,1.28715
5065,57.0074,41.0127,1.23108,91.9458,89.6857,1.82013,50.6045,2.37317,1.26944
5066,236.77,52.3031,1.28574,169.69,39.6951,1.41538,96.0222,1.6778,1.23802
5067,38.082,36.67,0.545534,166.427,133.189,1.22264,67.4861,0.799537,1.92502
5068,60.4613,47.0401,1.17946,105.065,31.9114,2.11706,61.5992,2.07368,0.591261
5069,37.317,33.787,2.50918,116.248,41.9513,1.15033,102.152,1.27337,2.15606
5070,66.9457,36.1424,0.505711,168.022,88.2656,0.63989,56.4892,1.22289,1.08412
5071,61.771,54.1795,0.946356,185.413,70.6375,2.23433,76.935,2.61565,2.27727
5072,42.5162,35.29,1.17899,130.603,39.5779,1.86022,125.667,1.58461,1.72159
5073,108.149,61.1784,0.809953,58.9,38.6862,0.469582,33.1103,2.94537,2.28727
5074,102.136,82.3008,1.58588,87.3413,59.2974,0.614678,113.182,1.51411,2.17246
5075,154.568,76.3074,1.1598,74.9522,31.6001,0.379816,100.391,1.04254,2.21302
5076,65.0713,38.6418,1.85217,90.3056,86.2836,1.40628,72.6413,1.03101,3.01638
5077,63.805,63.1091,1.17739,81.7562,63.482,1.97754,61.6694,2.39913,1.56493
5078,51.8244,37.0649,0.435881,73.9515,53.1928,0.769576,103.753,1.81905,1.15127
5079,107.88,33.2677,0.838147,69.3799,43.2907,0.397182,81.1096,1.53786,3.00067
5080,61.0342,41.6866,1.03082,132.609,47.9683,1.96764,301.648,1.80546,1.5608
5081,111.127,54.2253,2.04119,66.5681,56.3519,1.0015,35.7622,2.03666,2.22727
5082,138.334,79.6384,2.48402,46.8883,41.52,2.5594,35.8919,1.3892,0.987287
5083,88.9765,58.7892,2.53232,149.41,102.533,1.56574,30.9601,1.45091,1.41259
5084,37.8157,33.7146,0.475191,73.835,34.6192,2.49981,21.8224,2.01834,1.82701
5085,297.215,96.5182,2.47333,229.927,65.1342,2.77479,62.9228,1.02761,0.898744
5086,62.6058,45.9855,0.357899,41.8868,34.6081,1.98814,146.383,1.72303,1.94366
5087,61.8766,30.9494,1.33674,94.8478,84.5742,1.64022,68.6581,2.50998,0.802381
5088,45.9132,39.2925,1.63153,61.2363,60.9674,0.890549,91.7159,1.45911,1.0411
5089,50.077,30.0759,2.72593,236.948,167.029,2.4707,75.048,1.17178,1.47533
5090,62.4947,48.1419,2.77281,120.243,71.3526,1.96392,112.228,1.3415,0.646054
5091,73.7671,54.3611,0.887069,66.9463,60.7011,0.575944,64.9001,1.09811,1.58902
5092,52.8939,42.7372,1.97664,73.971,36.4205,2.58502,92.7638,2.63833,2.17602
5093,54.4698,44.121,1.05612,79.8102,36.8493,1.96892,54.7185,3.01983,1.04173
5094,101.592,74.0502,2.0597,129.842,88.5152,2.34137,83.0977,1.42772,1.61155
5095,56.4577,35.0498,2.00807,141.471,134.485,1.93944,86.366,1.64627,1.10447
5096,69.1532,52.4506,1.70281,65.2863,51.0092,1.6306,70.8802,2.43931,2.17121
5097,77.0294,64.1248,0.596739,63.7547,37.5087,2.13221,23.0929,2.27863,2.55417
5098,108.736,72.8556,1.37706,222.499,100.81,1.65194,142.19,0.937249,0.959538
5099,75.4284,72.8773,2.33892,216.557,153.54,2.67967,24.8824,1.0992,0.67094
5100,126.136,55.8186,2.56418,96.6128,62.3303,1.92536,198.753,0.956551,0.663278
5101,91.7269,44.8209,0.995671,63.5677,62.7857,1.46955,28.3674,1.16393,0.588089
5102,51.048,32.2519,0.475151,49.4899,44.8522,1.83904,25.4981,3.48234,2.29034
5103,96.5724,37.0114,1.65031,61.2625,47.0726,1.2719,16.4632,2.83322,1.01185
5104,96.3956,39.069,2.60502,213.221,158.213,2.45613,73.5377,0.522609,1.07802
5105,47.6488,39.208,0.873911,114.04,72.2546,1.92088,65.5551,3.17586,1.2628
5106,69.0259,56.609,2.07491,133.006,60.1041,1.93215,47.7251,1.38819,1.27259
5107,92.3936,72.7751,2.69358,66.5508,30.9113,2.2172,23.729,1.23695,2.20191
5108,85.3097,51.872,1.88559,200.082,98.6625,1.60536,72.1155,0.814841,0.77529
5109,70.8967,44.9812,1.47607,78.1634,74.7673,1.6151,39.6522,2.24671,1.04884
5110,89.0746,74.2807,2.98229,80.843,53.3033,1.44318,63.2893,1.14297,1.2031
5111,66.4687,38.0432,1.7742,120.262,108.455,2.61457,137.674,1.23021,1.54319
5112,51.3201,34.5921,2.08575,60.5625,60.1754,2.52933,74.0655,1.15152,2.50807
5113,59.028,55.833,2.09424,94.6326,84.2767,0.960909,69.25,1.43567,1.21099
5114,85.1001,49.5952,2.44747,96.9459,59.3261,1.65165,79.3036,1.09515,0.566366
5115,114.761,61.91,2.4094,154.87,59.8135,2.44169,106.757,1.80307,0.812377
5116,68.1576,50.1778,1.07784,75.7366,34.7143,2.19033,58.7222,1.72833,1.57012
5117,183.908,55.1806,1.96003,383.537,160.472,1.93311,97.9397,0.742123,0.876677
5118,132.734,116.446,2.67366,146.763,113.653,2.65408,118.258,0.644167,1.56085
5119,86.7205,51.4477,2.3814,116.072,57.7906,2.49566,114.787,1.01898,0.906587
5120,101.198,30.9075,0.69615,191.856,70.3287,1.57193,122.835,0.629279,2.24648
5121,74.1575,43.1196,2.62314,63.4108,55.563,1.50075,48.9364,3.0005,0.912401
5122,64.3619,61.6352,0.645473,76.5688,64.6115,0.677573,9.12101,1.10003,1.98288
5123,109.251,47.1969,1.74524,36.6103,35.602,1.44505,51.5568,2.76644,1.16426
5124,103.931,33.44,2.55973,57.7867,32.0682,0.662511,169.791,1.53027,1.532
5125,68.274,37.2939,2.58991,84.1874,34.0138,1.30815,40.2669,1.6399,3.03571
5126,95.5452,67.8411,1.98783,52.4144,38.7231,1.37505,46.5651,3.22472,0.846443
5127,176.852,123.1,1.30051,78.1193,59.1467,2.23027,22.395,0.789385,1.54699
5128,87.14,42.1496,1.75865,47.8524,38.648,0.353847,47.2097,2.23554,1.95216
5129,52.6005,34.0411,1.10069,49.3066,33.1925,1.70847,92.0708,1.15366,1.86263
5130,50.4909,32.6035,2.30845,117.798,34.6396,1.78743,100.498,2.43981,1.37836
5131,74.2882,55.1743,1.28557,89.2846,36.7983,0.781593,22.8024,2.50872,2.46241
5132,71.3764,62.6706,0.560948,82.002,62.8113,1.81568,60.0204,2.13832,2.06218
5133,77.0531,37.9628,2.53239,97.2294,60.3249,1.99311,9.64876,1.4211,0.695314
5134,93.1838,55.4076,0.873037,86.1644,34.2789,0.882243,20.4238,2.62902,0.94292
5135,107.995,87.3761,2.39189,133.821,71.8159,2.48384,118.096,0.554315,0.779205
5136,62.2042,37.0806,2.42631,66.7053,30.4306,2.19058,56.6463,1.79089,1.29009
5137,49.9405,40.9803,1.146,105.106,52.8072,2.27372,28.3201,1.21341,1.95914
5138,96.8102,68.0014,3.01293,65.7035,41.2511,1.89339,46.4533,0.926667,2.73934
5139,143.454,48.6606,2.4409,157.372,108.131,0.743287,19.6161,0.697413,1.70648
5140,69.5822,67.6904,2.19802,73.4729,62.9971,0.427362,50.4019,2.43893,1.67159
5141,282.735,95.4385,0.726102,153.214,103.586,0.615484,202.631,0.631768,0.516382
5142,80.1473,59.4484,1.64893,95.6868,84.7075,2.78885,62.4727,2.052,2.21856
5143,59.4579,47.8645,1.89599,124.248,65.1656,2.44989,111.21,1.04353,1.44759
5144,75.4646,37.695,2.42309,93.8056,56.3,0.783464,47.6933,2.6155,1.12131
5145,36.4029,35.7723,2.29054,52.0661,31.7173,0.777622,101.109,1.66288,0.823956
5146,51.4165,36.5622,2.79605,78.3574,44.8894,1.99126,78.2824,2.83985,0.952357
5147,37.5024,34.2433,0.708344,69.4758,57.221,1.0832,35.8029,2.37678,2.19686
5148,99.4411,49.6296,2.00405,79.1881,51.6882,2.13175,58.1952,0.959765,1.75785
5149,257.963,145.646,2.5163,75.3675,34.3227,2.81186,77.4993,1.319,1.25939
5150,56.4091,54.4907,0.402242,119.636,46.8836,0.404875,103.994,2.39182,0.641073
5151,41.6738,30.5183,1.09623,51.2601,39.0321,2.12756,44.7791,2.8195,3.35555
5152,96.9983,51.7757,1.89944,97.7646,60.8444,1.76379,42.3419,1.76964,1.03737
5153,67.437,43.7838,1.34405,75.9808,54.6101,2.36874,100.967,2.68613,1.02643
5154,143.944,46.3262,2.5288,59.8499,50.2547,2.27672,53.842,1.63787,2.12163
5155,39.8551,33.7212,0.882606,67.6912,43.1082,0.868506,59.0132,3.14011,1.0621
5156,78.3071,40.6385,0.178213,57.8825,49.4639,0.272999,18.6166,2.42097,2.46751
5157,45.6903,38.8939,0.922407,52.504,51.1059,1.12502,14.4132,2.14111,2.87809
5158,226.798,98.0533,0.826662,105.28,34.6994,1.20981,55.5739,1.62833,1.0132
5159,50.4906,41.6646,2.7628,79.8603,59.142,1.36534,58.8129,1.94441,1.51045
5160,71.1135,51.4983,1.32032,47.9109,38.3878,2.25731,24.4828,3.03073,2.0722
5161,48.1306,47.1404,2.72907,65.2452,60.4976,2.36779,46.6668,2.45371,3.10105
5162,106.603,49.1104,1.19678,80.811,51.7896,2.92291,63.9774,1.39746,1.43003
5163,43.177,34.9312,2.2268,116.276,76.2568,2.89505,28.6381,2.33742,0.931435
5164,105.681,60.968,1.35597,121.816,66.3708,1.64952,118.189,1.12246,1.91208
5165,63.38,37.1187,1.49239,104.381,42.5846,0.672822,86.1824,1.76298,2.50122
5166,171.957,123.994,2.3723,178.449,119.491,1.06752,54.4485,0.624099,1.87748
5167,88.4477,63.2599,0.330035,81.7082,58.958,1.88217,43.408,1.94407,1.91238
5168,86.4278,30.2461,2.44105,111.315,80.6299,1.79916,82.2651,1.09865,1.40382
5169,245.805,105.325,1.15617,134.693,114.53,0.813006,207.132,0.569047,0.803155
5170,55.2666,32.8982,1.56328,68.2611,53.6117,2.70877,79.9671,1.28596,2.88313
5171,94.0126,43.0826,2.81535,133.778,85.8076,2.49248,54.5109,1.14436,0.64793
5172,75.4102,36.9174,1.67064,99.1084,42.5663,0.897308,97.7594,1.44084,1.43173
5173,108.299,30.6525,0.632186,37.1466,36.8898,0.931485,76.6991,1.50826,1.49291
5174,56.5724,55.0237,1.32772,118.093,106.704,1.60671,53.8614,0.998195,1.35496
5175,102.278,39.6985,1.97026,117.471,99.0136,0.868517,68.3647,1.18515,1.78746
5176,70.3928,37.5203,0.735872,125.47,119.999,1.57109,64.4274,1.40812,2.30697
5177,54.7652,32.5663,1.25268,60.0132,42.6941,0.647306,42.9445,2.19747,3.05625
5178,146.017,82.3311,2.03089,160.883,91.9877,1.45842,150.676,0.906706,0.676387
5179,63.0112,46.8798,1.22396,109.3,99.262,0.852279,45.5257,1.06119,2.13018
5180,88.0559,43.5087,2.97133,133.256,90.3328,1.45505,152.136,1.07628,0.785828
5181,80.3001,59.7639,2.13458,54.9723,48.1195,1.23585,3.72979,2.2319,2.15505
5182,75.485,36.4887,0.790756,93.6511,64.0125,2.21801,96.8227,2.28392,1.55964
5183,51.9355,31.1574,1.90635,103.642,36.7902,0.441466,80.2019,3.08144,1.72228
5184,125.426,39.396,1.28784,142.146,54.0645,1.08544,39.3803,1.26785,1.51109
5185,88.4185,71.8437,1.74016,150.091,49.9874,2.81891,51.7495,0.957788,1.01321
5186,41.9045,40.1755,0.0346599,133.844,57.3555,2.21833,76.6304,1.9952,2.69474
5187,82.8553,63.7621,2.03552,49.7449,43.4333,1.7993,47.2818,3.16327,2.38335
5188,86.677,83.3125,0.80654,100.306,81.5367,0.813454,52.2341,0.85847,0.683833
5189,86.5838,30.0155,2.80299,76.5108,62.0214,1.69912,86.5624,1.98161,1.95055
5190,140.057,111.091,2.50373,39.9491,37.429,1.04931,33.3421,2.06006,1.59471
5191,83.143,45.05,2.02529,89.2528,39.5628,1.50939,67.5903,1.7982,1.73477
5192,79.4422,41.3412,0.619475,111.153,57.3255,1.80309,38.3769,1.43602,2.01101
5193,97.1728,90.8411,1.01465,61.5809,45.0742,0.561829,32.5114,1.6894,1.71351
5194,65.8477,46.9873,0.791741,210.83,111.13,1.75187,63.2656,2.52193,0.719636
5195,74.2751,42.9295,2.37695,79.921,52.2646,2.38701,0.914818,1.99128,1.32316
5196,57.5251,50.7241,0.417233,85.9799,34.5462,1.84018,47.0665,2.17554,1.60891
5197,118.019,59.1049,1.80197,131.995,89.3403,2.55043,37.1748,1.26165,1.51797
5198,40.4286,38.196,2.52422,154.443,107.657,1.60735,31.8873,0.842454,1.04638
5199,106.736,82.3096,0.605065,138.737,84.5497,1.57308,294.017,0.61952,1.44024
5200,149.717,103.813,1.42218,171.155,39.3411,1.19215,89.375,1.86793,1.45945
5201,40.5703,36.0199,1.83583,158.243,76.5534,0.811065,158.826,3.19296,1.58209
5202,87.0851,53.5537,2.34417,80.6698,64.1758,2.16251,38.9387,1.86076,1.68242
5203,41.585,41.0133,1.08235,102.092,88.9084,1.41126,71.2853,1.18084,2.23404
5204,142.516,36.815,2.17811,98.3748,38.22,0.873282,60.0239,2.48243,1.90979
5205,120.009,59.3008,1.5529,244.243,47.5835,0.638401,182.286,0.749642,1.52345
5206,221.886,41.7852,2.58643,181.573,88.2224,1.59554,88.3276,0.658937,1.49162
5207,64.6186,43.9478,0.859723,139.556,72.3275,1.79694,47.8188,1.96385,1.67013
5208,113.976,55.1533,0.917753,94.0662,86.4207,0.493754,81.1832,1.82634,1.75549
5209,43.8983,30.8346,0.284968,310.362,286.317,1.95695,46.4918,1.13113,1.38199
5210,49.0561,37.2671,1.64513,127.279,94.3291,2.41616,26.154,1.74925,0.726829
5211,71.9599,60.6348,0.673252,133.523,70.6066,1.84522,104.618,3.03879,0.559307
5212,104.342,77.0359,1.3983,107.941,96.3599,2.10474,40.911,1.11762,1.03668
5213,70.287,36.9528,1.0949,194.823,98.2794,1.9505,101.468,0.684125,1.16261
5214,260.803,49.1,1.24457,65.7886,40.5679,2.03679,149.617,1.43479,1.22137
5215,38.7186,33.0164,0.120979,105.72,35.1376,0.481155,81.3949,1.98603,2.3763
5216,80.698,32.5845,1.47504,86.3244,75.8359,1.40503,66.2784,2.37541,0.915845
5217,43.6326,37.9636,1.68524,129.617,53.0079,2.46442,53.2876,0.996887,2.08328
5218,87.3088,32.5964,0.591203,67.1914,61.9116,1.21948,37.6182,1.41804,1.55609
5219,114.968,30.5394,1.63536,70.2693,43.1392,2.24962,34.9112,1.46806,1.81538
5220,91.059,66.3147,2.61036,66.9413,48.4145,2.51146,28.1258,1.17061,1.65499
5221,103.772,39.7671,2.1339,97.1939,91.5505,3.05136,102.024,1.14942,0.724897
5222,124.155,34.4187,0.83981,104.608,37.6734,0.47411,40.8563,1.86021,0.666697
5223,75.4658,44.2845,1.82189,53.4611,47.7229,2.86711,60.8523,1.55867,1.96181
5224,85.5927,53.0351,1.87975,71.5069,48.5009,0.519038,21.4635,2.04641,1.45183
5225,150.264,42.0186,2.77508,114.536,44.8237,2.56889,54.6902,0.923126,1.12417
5226,168.001,83.3787,1.14002,46.0465,45.5956,2.34181,25.7183,1.44976,1.22554
5227,132.859,56.7514,1.39488,99.7764,82.3547,1.99533,69.895,1.2277,0.797363
5228,66.3345,54.4191,1.19037,92.6057,34.9921,0.672826,46.1818,2.52194,1.47681
5229,156.874,70.8288,2.39789,128.588,51.705,1.51006,77.8025,1.50768,1.14131
5230,207.254,51.2165,0.261439,49.644,39.675,0.948627,63.4719,1.93375,1.2562
5231,98.4217,92.4781,1.78513,111.743,37.3711,1.27448,113.042,0.996856,2.32725
5232,85.6436,37.8825,1.82841,117.24,40.2055,0.504601,81.3958,2.17523,2.63378
5233,76.0646,73.6585,0.553269,76.4419,32.4913,0.486146,63.2551,2.57263,0.822662
5234,63.1467,36.4472,1.59107,56.3715,41.1788,0.655761,86.2021,2.3054,1.5709
5235,56.0167,37.6415,1.08096,95.7229,76.4684,0.630125,58.3995,0.975832,1.0128
5236,89.6705,89.6442,2.59524,97.4765,85.2895,1.37637,15.653,1.41709,1.14844
5237,104.068,50.5556,2.49906,167.263,73.2669,1.41885,124.141,0.898247,1.26444
5238,49.4348,45.3579,0.874725,68.2472,33.8038,1.66447,6.60241,2.81225,2.7683
5239,54.2133,47.2556,0.558578,75.9154,44.0049,0.642257,24.4682,0.946456,0.818014
5240,50.937,33.4114,2.16497,141.306,66.1101,2.33165,5.80452,1.16992,1.09483
5241,80.7089,48.0572,1.74753,101.014,100.287,2.11735,48.2423,1.58497,0.79578
5242,126.955,77.1359,1.06557,105.571,36.0497,0.909505,42.3674,2.14278,1.00396
5243,151.982,145.124,0.934178,192.401,52.1587,1.42977,89.4795,1.63814,0.64394
5244,154.582,117.052,2.34273,130.132,71.7728,2.9179,29.0195,1.33952,1.59021
5245,135.857,81.8729,2.21641,101.584,30.2692,1.97788,171.402,0.93172,1.30586
5246,62.3124,37.781,2.03322,127.892,121.246,2.57498,82.3997,0.640288,0.676703
5247,82.9024,36.8118,0.893275,112.898,53.8994,2.17582,44.9915,1.20745,2.57023
5248,161.148,119.993,2.44479,118.95,53.4742,2.19546,56.149,2.17594,1.35622
5249,38.4793,37.3244,1.93144,52.6718,39.1498,2.106,40.981,1.59911,2.91127
5250,129.038,89.5768,1.7212,72.5885,31.7847,0.946919,121.743,1.15402,2.00876
5251,83.3879,61.2944,1.38487,80.9656,36.9755,1.38053,110.803,1.45197,2.09565
5252,88.3068,30.9219,1.44318,100.398,98.474,0.725155,69.9095,1.4942,1.99096
5253,162.931,89.3133,2.45119,169.038,104.549,1.9959,55.1445,0.637187,0.769422
